2026-09-08 09:42:46,261 | INFO | src.trainer.history | File logging initialized: /app/logs/exp_new_aug_20260909/experiment.log
2026-09-08 11:36:15,210 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 11:36:15,211 | server.py:112 | [ROUND 22]
2026-09-08 11:36:15,211 | INFO | flwr | [ROUND 22]
simulation-0 | INFO flwr 2026-09-08 11:36:15,211 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 11:36:15,211 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 11:41:09,204 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 11:41:09,204 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-08 11:41:09,590 | INFO | src.trainer.history | Round 22 fit metrics saved at 2026-09-08 11:41:09: {'train_image_recall': 0.96962780066712, 'val_f1': 0.5403701552713878, 'train_image_precision': 0.9694521481236362, 'val_loss': 1.2329346048632868, 'val_accuracy': 0.5646875, 'val_image_f1': 0.5819015401624098, 'val_image_accuracy': 0.6041666666666666, 'train_accuracy': 0.9201172161172161, 'train_recall': 0.9194438289630951, 'train_loss': 0.828841240641835, 'val_recall': 0.53946001367054, 'train_f1': 0.9185860012962606, 'train_image_f1': 0.9695033213728295, 'lr': 9.037238926342547e-05, 'train_precision': 0.9179807922237588, 'val_image_precision': 0.5872222222222222, 'train_image_accuracy': 0.9692307692307692, 'val_image_recall': 0.580291638186375, 'val_precision': 0.5445705573624173}
simulation-0 | INFO flwr 2026-09-08 11:41:09,591 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-08 11:41:09,591 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 11:41:38,567 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 11:41:38,567 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 11:41:38,583 | INFO | src.trainer.history | Round 22 evaluation metrics saved at 2026-09-08 11:41:38: loss=0.9243927737732922 metrics={'test_image_precision': 0.6461082414258457, 'test_image_f1': 0.6342690922522856, 'test_recall': 0.5973847167325428, 'test_accuracy': 0.6095145631067961, 'test_f1': 0.5943927823372726, 'test_precision': 0.5993831354256265, 'test_image_recall': 0.6418247694334651, 'test_image_accuracy': 0.6504854368932039}
simulation-0 | INFO flwr 2026-09-08 11:41:38,584 | server.py:111 | 
2026-09-08 11:41:38,584 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 11:41:38,584 | server.py:112 | [ROUND 23]
2026-09-08 11:41:38,584 | INFO | flwr | [ROUND 23]
simulation-0 | INFO flwr 2026-09-08 11:41:38,584 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 11:41:38,584 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 11:46:31,839 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 11:46:31,839 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-08 11:46:32,212 | INFO | src.trainer.history | Round 23 fit metrics saved at 2026-09-08 11:46:32: {'train_image_recall': 0.9818559750278013, 'val_f1': 0.5430946568973525, 'train_image_precision': 0.9789977943203748, 'val_loss': 1.1946598113072902, 'val_accuracy': 0.5698263888888889, 'val_image_f1': 0.5906409803228467, 'val_image_accuracy': 0.625, 'train_accuracy': 0.9245274725274726, 'train_recall': 0.9259331091473036, 'train_loss': 0.8171071435942319, 'val_recall': 0.5446186299081036, 'train_f1': 0.9235580743903832, 'train_image_f1': 0.9801478823895279, 'lr': 8.947199994035403e-05, 'train_precision': 0.9222557926244622, 'val_image_precision': 0.5944616977225673, 'train_image_accuracy': 0.9802197802197802, 'val_image_recall': 0.5933356117566644, 'val_precision': 0.5432518305425779}
simulation-0 | INFO flwr 2026-09-08 11:46:32,213 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-08 11:46:32,213 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 11:47:00,707 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 11:47:00,707 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 11:47:00,713 | INFO | src.trainer.history | Round 23 evaluation metrics saved at 2026-09-08 11:47:00: loss=0.9449005671689427 metrics={'test_image_precision': 0.7141053391053391, 'test_image_f1': 0.712434990638652, 'test_recall': 0.5944118796662275, 'test_accuracy': 0.6065372168284789, 'test_f1': 0.5937178635504681, 'test_precision': 0.5944491001494521, 'test_image_recall': 0.7172576698663656, 'test_image_accuracy': 0.7184466019417476}
simulation-0 | INFO flwr 2026-09-08 11:47:00,713 | server.py:111 | 
2026-09-08 11:47:00,713 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 11:47:00,714 | server.py:112 | [ROUND 24]
2026-09-08 11:47:00,714 | INFO | flwr | [ROUND 24]
simulation-0 | INFO flwr 2026-09-08 11:47:00,714 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 11:47:00,714 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 11:51:56,480 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 11:51:56,480 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-08 11:51:56,852 | INFO | src.trainer.history | Round 24 fit metrics saved at 2026-09-08 11:51:56: {'train_image_recall': 0.989527348961311, 'val_f1': 0.5466046353450491, 'train_image_precision': 0.9907407407407408, 'val_loss': 1.2065333920693295, 'val_accuracy': 0.5706597222222223, 'val_image_f1': 0.5933378986107941, 'val_image_accuracy': 0.6145833333333334, 'train_accuracy': 0.9345641025641026, 'train_recall': 0.9347146224650998, 'train_loss': 0.8142196626016944, 'val_recall': 0.5463583200425306, 'train_f1': 0.9336780546337182, 'train_image_f1': 0.9899731293072875, 'lr': 8.853690023540896e-05, 'train_precision': 0.9328668393005041, 'val_image_precision': 0.5982154316271964, 'train_image_accuracy': 0.989010989010989, 'val_image_recall': 0.5903850535429483, 'val_precision': 0.5477086583139666}
simulation-0 | INFO flwr 2026-09-08 11:51:56,853 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-08 11:51:56,853 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 11:52:24,563 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 11:52:24,563 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 11:52:24,580 | INFO | src.trainer.history | Round 24 evaluation metrics saved at 2026-09-08 11:52:24: loss=0.9352185561741825 metrics={'test_image_precision': 0.6608003108003107, 'test_image_f1': 0.6545142406844534, 'test_recall': 0.5883158071397201, 'test_accuracy': 0.6028478964401295, 'test_f1': 0.5867374411438109, 'test_precision': 0.5887741401431281, 'test_image_recall': 0.6568247694334651, 'test_image_accuracy': 0.6699029126213593}
simulation-0 | INFO flwr 2026-09-08 11:52:24,580 | server.py:111 | 
2026-09-08 11:52:24,580 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 11:52:24,580 | server.py:112 | [ROUND 25]
2026-09-08 11:52:24,580 | INFO | flwr | [ROUND 25]
simulation-0 | INFO flwr 2026-09-08 11:52:24,580 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 11:52:24,580 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 11:57:21,321 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 11:57:21,321 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-08 11:57:21,713 | INFO | src.trainer.history | Round 25 fit metrics saved at 2026-09-08 11:57:21: {'train_image_recall': 0.9816269491026773, 'val_f1': 0.5315736059310401, 'train_image_precision': 0.9789354905433051, 'val_loss': 1.2412706103001807, 'val_accuracy': 0.5687847222222222, 'val_image_f1': 0.5690550094102587, 'val_image_accuracy': 0.6145833333333334, 'train_accuracy': 0.9348717948717948, 'train_recall': 0.934564209199336, 'train_loss': 0.8047233157716828, 'val_recall': 0.5339042682463735, 'train_f1': 0.9338079061185841, 'train_image_f1': 0.9801400492465924, 'lr': 8.756803171472816e-05, 'train_precision': 0.9335724315749598, 'val_image_precision': 0.5705555555555556, 'train_image_accuracy': 0.9802197802197802, 'val_image_recall': 0.5733652312599681, 'val_precision': 0.532342391755098}
simulation-0 | INFO flwr 2026-09-08 11:57:21,714 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-08 11:57:21,714 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 11:57:49,510 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 11:57:49,510 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 11:57:49,527 | INFO | src.trainer.history | Round 25 evaluation metrics saved at 2026-09-08 11:57:49: loss=0.9446747922280074 metrics={'test_image_precision': 0.6843076360979173, 'test_image_f1': 0.6776598028663111, 'test_recall': 0.586985165317774, 'test_accuracy': 0.6036893203883495, 'test_f1': 0.5865708064007027, 'test_precision': 0.588990237667101, 'test_image_recall': 0.6771437982307547, 'test_image_accuracy': 0.6990291262135923}
simulation-0 | INFO flwr 2026-09-08 11:57:49,527 | server.py:111 | 
2026-09-08 11:57:49,527 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 11:57:49,528 | server.py:112 | [ROUND 26]
2026-09-08 11:57:49,528 | INFO | flwr | [ROUND 26]
simulation-0 | INFO flwr 2026-09-08 11:57:49,528 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 11:57:49,528 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 12:02:45,532 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 12:02:45,532 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-08 12:02:45,976 | INFO | timm.models._builder | Loading pretrained weights from Hugging Face hub (timm/fastvit_t8.apple_in1k)
2026-09-08 12:02:46,267 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/timm/fastvit_t8.apple_in1k/resolve/main/model.safetensors "HTTP/1.1 302 Found"
2026-09-08 12:02:46,269 | INFO | timm.models._hub | [timm/fastvit_t8.apple_in1k] Safe alternative available for 'pytorch_model.bin' (as 'model.safetensors'). Loading weights using safetensors.
2026-09-08 12:02:46,292 | INFO | timm.models._builder | Converted input conv stem.0.conv_kxk.0.conv pretrained weights from 3 to 1 channel(s)
2026-09-08 12:02:46,292 | INFO | timm.models._builder | Converted input conv stem.0.conv_scale.conv pretrained weights from 3 to 1 channel(s)
2026-09-08 12:02:46,306 | INFO | timm.models._builder | Missing keys (head.fc.weight, head.fc.bias) discovered while loading pretrained weights. This is expected if model is being adapted.
2026-09-08 12:02:46,437 | INFO | src.trainer.strategy | Round 26: new best val score 0.5483, saved logs/exp_new_aug_20260909/model_best.pt
2026-09-08 12:02:46,443 | INFO | src.trainer.history | Round 26 fit metrics saved at 2026-09-08 12:02:46: {'train_image_recall': 0.9898033735412376, 'val_f1': 0.5483139407846099, 'train_image_precision': 0.9874661919743886, 'val_loss': 1.187982584136056, 'val_accuracy': 0.573125, 'val_image_f1': 0.5927391540968496, 'val_image_accuracy': 0.6145833333333334, 'train_accuracy': 0.9373333333333334, 'train_recall': 0.9392277155232204, 'train_loss': 0.7976662017836239, 'val_recall': 0.5489900508847876, 'train_f1': 0.9362717282280902, 'train_image_f1': 0.9885231798751786, 'lr': 8.656636994678445e-05, 'train_precision': 0.9343137039113302, 'val_image_precision': 0.6017291714133819, 'train_image_accuracy': 0.989010989010989, 'val_image_recall': 0.5899521531100479, 'val_precision': 0.5496421050459241}
simulation-0 | INFO flwr 2026-09-08 12:02:46,444 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-08 12:02:46,444 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 12:03:14,090 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 12:03:14,090 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 12:03:14,107 | INFO | src.trainer.history | Round 26 evaluation metrics saved at 2026-09-08 12:03:14: loss=0.9574064958481341 metrics={'test_image_precision': 0.6822527332824816, 'test_image_f1': 0.6767938479739721, 'test_recall': 0.5898124756885627, 'test_accuracy': 0.5984789644012944, 'test_f1': 0.5876932516451433, 'test_precision': 0.589508055575942, 'test_image_recall': 0.6811104837191794, 'test_image_accuracy': 0.6893203883495146}
simulation-0 | INFO flwr 2026-09-08 12:03:14,107 | server.py:111 | 
2026-09-08 12:03:14,107 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 12:03:14,107 | server.py:112 | [ROUND 27]
2026-09-08 12:03:14,107 | INFO | flwr | [ROUND 27]
simulation-0 | INFO flwr 2026-09-08 12:03:14,108 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 12:03:14,108 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 12:08:08,458 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 12:08:08,458 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-08 12:08:08,927 | INFO | timm.models._builder | Loading pretrained weights from Hugging Face hub (timm/fastvit_t8.apple_in1k)
2026-09-08 12:08:09,196 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/timm/fastvit_t8.apple_in1k/resolve/main/model.safetensors "HTTP/1.1 302 Found"
2026-09-08 12:08:09,198 | INFO | timm.models._hub | [timm/fastvit_t8.apple_in1k] Safe alternative available for 'pytorch_model.bin' (as 'model.safetensors'). Loading weights using safetensors.
2026-09-08 12:08:09,223 | INFO | timm.models._builder | Converted input conv stem.0.conv_kxk.0.conv pretrained weights from 3 to 1 channel(s)
2026-09-08 12:08:09,223 | INFO | timm.models._builder | Converted input conv stem.0.conv_scale.conv pretrained weights from 3 to 1 channel(s)
2026-09-08 12:08:09,239 | INFO | timm.models._builder | Missing keys (head.fc.weight, head.fc.bias) discovered while loading pretrained weights. This is expected if model is being adapted.
2026-09-08 12:08:09,373 | INFO | src.trainer.strategy | Round 27: new best val score 0.5710, saved logs/exp_new_aug_20260909/model_best.pt
2026-09-08 12:08:09,380 | INFO | src.trainer.history | Round 27 fit metrics saved at 2026-09-08 12:08:09: {'train_image_recall': 0.9919976463665783, 'val_f1': 0.5709738559082215, 'train_image_precision': 0.9921073577122448, 'val_loss': 1.1972020985716332, 'val_accuracy': 0.6020138888888888, 'val_image_f1': 0.5864239028944911, 'val_image_accuracy': 0.6354166666666666, 'train_accuracy': 0.9431794871794872, 'train_recall': 0.9429504214840995, 'train_loss': 0.783364252659864, 'val_recall': 0.5724528746107694, 'train_f1': 0.942743292526, 'train_image_f1': 0.991982226968932, 'lr': 8.553292352007096e-05, 'train_precision': 0.9427348617881837, 'val_image_precision': 0.5997628458498023, 'train_image_accuracy': 0.9912087912087912, 'val_image_recall': 0.5952836637047163, 'val_precision': 0.5744280787370587}
simulation-0 | INFO flwr 2026-09-08 12:08:09,381 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-08 12:08:09,381 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 12:08:37,056 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 12:08:37,056 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 12:08:37,075 | INFO | src.trainer.history | Round 27 evaluation metrics saved at 2026-09-08 12:08:37: loss=0.9279502708780727 metrics={'test_image_precision': 0.6881077694235589, 'test_image_f1': 0.6842395694845818, 'test_recall': 0.605903300081561, 'test_accuracy': 0.6140453074433657, 'test_f1': 0.6038706172418546, 'test_precision': 0.6056312451990905, 'test_image_recall': 0.6918953510257857, 'test_image_accuracy': 0.6893203883495146}
simulation-0 | INFO flwr 2026-09-08 12:08:37,075 | server.py:111 | 
2026-09-08 12:08:37,075 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 12:08:37,075 | server.py:112 | [ROUND 28]
2026-09-08 12:08:37,075 | INFO | flwr | [ROUND 28]
simulation-0 | INFO flwr 2026-09-08 12:08:37,075 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 12:08:37,075 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 12:13:31,084 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 12:13:31,084 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-08 12:13:31,476 | INFO | src.trainer.history | Round 28 fit metrics saved at 2026-09-08 12:13:31: {'train_image_recall': 0.983821221928018, 'val_f1': 0.5466875934648469, 'train_image_precision': 0.9807771260997068, 'val_loss': 1.185986265759714, 'val_accuracy': 0.5825, 'val_image_f1': 0.5502410497789189, 'val_image_accuracy': 0.59375, 'train_accuracy': 0.9353626373626374, 'train_recall': 0.9355087267923496, 'train_loss': 0.7844439068469373, 'val_recall': 0.5493713070555176, 'train_f1': 0.9342716612007917, 'train_image_f1': 0.981985514972782, 'lr': 8.446873302753784e-05, 'train_precision': 0.9339942026582626, 'val_image_precision': 0.5555085579382254, 'train_image_accuracy': 0.9824175824175824, 'val_image_recall': 0.5551834130781499, 'val_precision': 0.5483822847852349}
simulation-0 | INFO flwr 2026-09-08 12:13:31,477 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-08 12:13:31,477 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 12:13:59,221 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 12:13:59,221 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 12:13:59,229 | INFO | src.trainer.history | Round 28 evaluation metrics saved at 2026-09-08 12:13:59: loss=0.9371684955316069 metrics={'test_image_precision': 0.6745365142104273, 'test_image_f1': 0.6751803751803751, 'test_recall': 0.6007799924712968, 'test_accuracy': 0.6096763754045308, 'test_f1': 0.5987730856160726, 'test_precision': 0.5994920230761827, 'test_image_recall': 0.6794278185582533, 'test_image_accuracy': 0.6796116504854369}
simulation-0 | INFO flwr 2026-09-08 12:13:59,229 | server.py:111 | 
2026-09-08 12:13:59,229 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 12:13:59,229 | server.py:112 | [ROUND 29]
2026-09-08 12:13:59,229 | INFO | flwr | [ROUND 29]
simulation-0 | INFO flwr 2026-09-08 12:13:59,229 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 12:13:59,229 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 12:18:54,237 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 12:18:54,237 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-08 12:18:54,622 | INFO | src.trainer.history | Round 29 fit metrics saved at 2026-09-08 12:18:54: {'train_image_recall': 0.9902128076885358, 'val_f1': 0.546201570520751, 'train_image_precision': 0.9852813852813853, 'val_loss': 1.21915189902428, 'val_accuracy': 0.5745486111111111, 'val_image_f1': 0.5787737557950324, 'val_image_accuracy': 0.6145833333333334, 'train_accuracy': 0.947062271062271, 'train_recall': 0.9483289680371618, 'train_loss': 0.7788984912393732, 'val_recall': 0.5464626338573707, 'train_f1': 0.9453363462320612, 'train_image_f1': 0.9874620248910138, 'lr': 8.337487001880352e-05, 'train_precision': 0.9433367072506268, 'val_image_precision': 0.5803302886371939, 'train_image_accuracy': 0.989010989010989, 'val_image_recall': 0.5799384825700615, 'val_precision': 0.5490516293529615}
simulation-0 | INFO flwr 2026-09-08 12:18:54,623 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-08 12:18:54,623 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 12:19:22,823 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 12:19:22,823 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 12:19:22,841 | INFO | src.trainer.history | Round 29 evaluation metrics saved at 2026-09-08 12:19:22: loss=0.9261622384450968 metrics={'test_image_precision': 0.6809788217346435, 'test_image_f1': 0.6788313603180363, 'test_recall': 0.6017914172783737, 'test_accuracy': 0.6096763754045308, 'test_f1': 0.5998421905991743, 'test_precision': 0.6053217460994915, 'test_image_recall': 0.6816572557876904, 'test_image_accuracy': 0.6893203883495146}
simulation-0 | INFO flwr 2026-09-08 12:19:22,841 | server.py:111 | 
2026-09-08 12:19:22,841 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 12:19:22,841 | server.py:112 | [ROUND 30]
2026-09-08 12:19:22,841 | INFO | flwr | [ROUND 30]
simulation-0 | INFO flwr 2026-09-08 12:19:22,842 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 12:19:22,842 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 12:24:20,358 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 12:24:20,358 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-08 12:24:20,809 | INFO | timm.models._builder | Loading pretrained weights from Hugging Face hub (timm/fastvit_t8.apple_in1k)
2026-09-08 12:24:21,075 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/timm/fastvit_t8.apple_in1k/resolve/main/model.safetensors "HTTP/1.1 302 Found"
2026-09-08 12:24:21,077 | INFO | timm.models._hub | [timm/fastvit_t8.apple_in1k] Safe alternative available for 'pytorch_model.bin' (as 'model.safetensors'). Loading weights using safetensors.
2026-09-08 12:24:21,100 | INFO | timm.models._builder | Converted input conv stem.0.conv_kxk.0.conv pretrained weights from 3 to 1 channel(s)
2026-09-08 12:24:21,100 | INFO | timm.models._builder | Converted input conv stem.0.conv_scale.conv pretrained weights from 3 to 1 channel(s)
2026-09-08 12:24:21,114 | INFO | timm.models._builder | Missing keys (head.fc.weight, head.fc.bias) discovered while loading pretrained weights. This is expected if model is being adapted.
2026-09-08 12:24:21,235 | INFO | src.trainer.strategy | Round 30: new best val score 0.5758, saved logs/exp_new_aug_20260909/model_best.pt
2026-09-08 12:24:21,251 | INFO | src.trainer.history | Round 30 fit metrics saved at 2026-09-08 12:24:21: {'train_image_recall': 0.9959595959595958, 'val_f1': 0.575799664943341, 'train_image_precision': 0.9962962962962962, 'val_loss': 1.1896703431936069, 'val_accuracy': 0.6019444444444444, 'val_image_f1': 0.6872024593763724, 'val_image_accuracy': 0.7083333333333334, 'train_accuracy': 0.9505494505494505, 'train_recall': 0.9514669946594253, 'train_loss': 0.7732608490287166, 'val_recall': 0.577874496848181, 'train_f1': 0.9500361805637783, 'train_image_f1': 0.9960900247949649, 'lr': 8.225243592119501e-05, 'train_precision': 0.9490421009989889, 'val_image_precision': 0.6951863354037267, 'train_image_accuracy': 0.9956043956043956, 'val_image_recall': 0.6867851446798815, 'val_precision': 0.5788116187031822}
simulation-0 | INFO flwr 2026-09-08 12:24:21,253 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-08 12:24:21,253 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 12:24:49,469 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 12:24:49,469 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 12:24:49,488 | INFO | src.trainer.history | Round 30 evaluation metrics saved at 2026-09-08 12:24:49: loss=0.9248289505794982 metrics={'test_image_precision': 0.6445549155246938, 'test_image_f1': 0.6374497625137011, 'test_recall': 0.5993702741702742, 'test_accuracy': 0.6084142394822006, 'test_f1': 0.597208143636206, 'test_precision': 0.6010652323477844, 'test_image_recall': 0.6411001317523056, 'test_image_accuracy': 0.6504854368932039}
simulation-0 | INFO flwr 2026-09-08 12:24:49,488 | server.py:111 | 
2026-09-08 12:24:49,488 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 12:24:49,488 | server.py:112 | [ROUND 31]
2026-09-08 12:24:49,488 | INFO | flwr | [ROUND 31]
simulation-0 | INFO flwr 2026-09-08 12:24:49,488 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 12:24:49,488 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 12:29:46,579 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 12:29:46,579 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-08 12:29:46,969 | INFO | src.trainer.history | Round 31 fit metrics saved at 2026-09-08 12:29:46: {'train_image_recall': 0.9887647247528768, 'val_f1': 0.5377676991664443, 'train_image_precision': 0.9883163681487744, 'val_loss': 1.2411073728272863, 'val_accuracy': 0.5670833333333334, 'val_image_f1': 0.552202234406481, 'val_image_accuracy': 0.59375, 'train_accuracy': 0.9454432234432234, 'train_recall': 0.9459133341977666, 'train_loss': 0.7660738423543099, 'val_recall': 0.5381313131313131, 'train_f1': 0.9441736856909022, 'train_image_f1': 0.9884872142902923, 'lr': 8.110256093070391e-05, 'train_precision': 0.9428268065252382, 'val_image_precision': 0.5511111111111111, 'train_image_accuracy': 0.989010989010989, 'val_image_recall': 0.5546138072453861, 'val_precision': 0.5388439171505526}
simulation-0 | INFO flwr 2026-09-08 12:29:46,970 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-08 12:29:46,970 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 12:30:15,523 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 12:30:15,523 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 12:30:15,542 | INFO | src.trainer.history | Round 31 evaluation metrics saved at 2026-09-08 12:30:15: loss=0.9331779752927305 metrics={'test_image_precision': 0.6850258659469185, 'test_image_f1': 0.6813475177304965, 'test_recall': 0.5992819373862852, 'test_accuracy': 0.6080258899676375, 'test_f1': 0.5970869231862336, 'test_precision': 0.5995601326513011, 'test_image_recall': 0.6867005458309806, 'test_image_accuracy': 0.6893203883495146}
simulation-0 | INFO flwr 2026-09-08 12:30:15,542 | server.py:111 | 
2026-09-08 12:30:15,542 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 12:30:15,542 | server.py:112 | [ROUND 32]
2026-09-08 12:30:15,542 | INFO | flwr | [ROUND 32]
simulation-0 | INFO flwr 2026-09-08 12:30:15,542 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 12:30:15,542 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 12:35:10,603 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 12:35:10,603 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
