2026-09-06 22:52:39,484 | INFO | src.trainer.history | File logging initialized: /app/logs/exp_new_aug_20260907/experiment.log
simulation-0 | INFO flwr 2026-09-07 02:24:56,300 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 02:24:56,300 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 02:24:56,314 | INFO | src.trainer.history | Round 20 evaluation metrics saved at 2026-09-07 02:24:56: loss=1.1552732030864017 metrics={'test_image_recall': 0.6058252427184466, 'test_image_precision': 0.6089644012944984, 'test_image_f1': 0.5746417013407304, 'test_accuracy': 0.5880258899676376, 'test_image_accuracy': 0.6407766990291263, 'test_f1': 0.5503223627066399, 'test_precision': 0.5955956647265545, 'test_recall': 0.5654919093851133}
simulation-0 | INFO flwr 2026-09-07 02:24:56,314 | server.py:111 | 
2026-09-07 02:24:56,314 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 02:24:56,314 | server.py:112 | [ROUND 21]
2026-09-07 02:24:56,314 | INFO | flwr | [ROUND 21]
simulation-0 | INFO flwr 2026-09-07 02:24:56,315 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-07 02:24:56,315 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 02:35:04,832 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 02:35:04,832 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-07 02:35:05,224 | INFO | src.trainer.history | Round 21 fit metrics saved at 2026-09-07 02:35:05: {'train_image_f1': 1.0, 'val_loss': 2.208968707668152, 'val_accuracy': 0.5637709401709402, 'train_precision': 0.9881386510110592, 'val_recall': 0.5410879120879121, 'val_image_precision': 0.5276849816849816, 'train_loss': 0.1818172359051722, 'train_recall': 0.9867652832352832, 'train_image_precision': 1.0, 'train_image_recall': 1.0, 'val_precision': 0.5383903383031777, 'val_f1': 0.5083860201851282, 'train_image_accuracy': 1.0, 'lr': 9.036087774778741e-05, 'val_image_f1': 0.5135740450026164, 'val_image_recall': 0.5735531135531134, 'train_f1': 0.9873652632384009, 'train_accuracy': 0.9877728937728939, 'val_image_accuracy': 0.5946520146520147}
simulation-0 | INFO flwr 2026-09-07 02:35:05,225 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-07 02:35:05,225 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 02:35:32,758 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 02:35:32,758 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 02:35:32,772 | INFO | src.trainer.history | Round 21 evaluation metrics saved at 2026-09-07 02:35:32: loss=1.1849626999605871 metrics={'test_image_recall': 0.6271844660194175, 'test_image_precision': 0.5945954692556635, 'test_image_f1': 0.5787147480351363, 'test_accuracy': 0.5926860841423949, 'test_image_accuracy': 0.6699029126213593, 'test_f1': 0.5396973255720255, 'test_precision': 0.5858396642478783, 'test_recall': 0.560304207119741}
simulation-0 | INFO flwr 2026-09-07 02:35:32,772 | server.py:111 | 
2026-09-07 02:35:32,772 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 02:35:32,773 | server.py:112 | [ROUND 22]
2026-09-07 02:35:32,773 | INFO | flwr | [ROUND 22]
simulation-0 | INFO flwr 2026-09-07 02:35:32,773 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-07 02:35:32,773 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 02:45:35,809 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 02:45:35,809 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-07 02:45:36,191 | INFO | src.trainer.history | Round 22 fit metrics saved at 2026-09-07 02:45:36: {'train_image_f1': 1.0, 'val_loss': 2.339148384751564, 'val_accuracy': 0.5305376475376475, 'train_precision': 0.9853984372371938, 'val_recall': 0.5086112332112332, 'val_image_precision': 0.5453406593406592, 'train_loss': 0.18037369988613075, 'train_recall': 0.985679632959633, 'train_image_precision': 1.0, 'train_image_recall': 1.0, 'val_precision': 0.5112285673130634, 'val_f1': 0.47662022253979003, 'train_image_accuracy': 1.0, 'lr': 8.940962818976798e-05, 'val_image_f1': 0.5043600209314495, 'val_image_recall': 0.5506227106227106, 'train_f1': 0.9854598208932378, 'train_accuracy': 0.9854871794871796, 'val_image_accuracy': 0.5617094017094018}
simulation-0 | INFO flwr 2026-09-07 02:45:36,192 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-07 02:45:36,192 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 02:46:03,927 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 02:46:03,927 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 02:46:03,943 | INFO | src.trainer.history | Round 22 evaluation metrics saved at 2026-09-07 02:46:03: loss=1.179845325836006 metrics={'test_image_recall': 0.6207119741100323, 'test_image_precision': 0.6113915857605177, 'test_image_f1': 0.5888626907073509, 'test_accuracy': 0.5784142394822006, 'test_image_accuracy': 0.6601941747572816, 'test_f1': 0.540531347402131, 'test_precision': 0.5799948754617869, 'test_recall': 0.5537713052858683}
simulation-0 | INFO flwr 2026-09-07 02:46:03,943 | server.py:111 | 
2026-09-07 02:46:03,943 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 02:46:03,943 | server.py:112 | [ROUND 23]
2026-09-07 02:46:03,943 | INFO | flwr | [ROUND 23]
simulation-0 | INFO flwr 2026-09-07 02:46:03,943 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-07 02:46:03,943 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 02:56:09,252 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 02:56:09,252 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-07 02:56:09,633 | INFO | src.trainer.history | Round 23 fit metrics saved at 2026-09-07 02:56:09: {'train_image_f1': 1.0, 'val_loss': 2.4767528041877416, 'val_accuracy': 0.5109228327228327, 'train_precision': 0.9808518591615019, 'val_recall': 0.4897675213675214, 'val_image_precision': 0.42901098901098905, 'train_loss': 0.1782225595657533, 'train_recall': 0.9820380160580159, 'train_image_precision': 1.0, 'train_image_recall': 1.0, 'val_precision': 0.5255249603898182, 'val_f1': 0.4579817245827866, 'train_image_accuracy': 1.0, 'lr': 8.841919993438942e-05, 'val_image_f1': 0.41841548927263206, 'val_image_recall': 0.48065934065934063, 'train_f1': 0.9812856573265711, 'train_accuracy': 0.9817435897435897, 'val_image_accuracy': 0.4983638583638584}
simulation-0 | INFO flwr 2026-09-07 02:56:09,634 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-07 02:56:09,634 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 02:56:37,089 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 02:56:37,089 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 02:56:37,104 | INFO | src.trainer.history | Round 23 evaluation metrics saved at 2026-09-07 02:56:37: loss=1.1992736718088726 metrics={'test_image_recall': 0.6368932038834951, 'test_image_precision': 0.6037540453074433, 'test_image_f1': 0.5945261211280628, 'test_accuracy': 0.5909708737864078, 'test_image_accuracy': 0.6601941747572816, 'test_f1': 0.555325261353596, 'test_precision': 0.5978333470582979, 'test_recall': 0.570519956850054}
simulation-0 | INFO flwr 2026-09-07 02:56:37,104 | server.py:111 | 
2026-09-07 02:56:37,104 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 02:56:37,104 | server.py:112 | [ROUND 24]
2026-09-07 02:56:37,104 | INFO | flwr | [ROUND 24]
simulation-0 | INFO flwr 2026-09-07 02:56:37,105 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-07 02:56:37,105 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 03:06:42,788 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 03:06:42,788 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-07 03:06:43,154 | INFO | src.trainer.history | Round 24 fit metrics saved at 2026-09-07 03:06:43: {'train_image_f1': 1.0, 'val_loss': 2.3455019553099294, 'val_accuracy': 0.5639435083435084, 'train_precision': 0.9865807300291561, 'val_recall': 0.5440505494505494, 'val_image_precision': 0.578080586080586, 'train_loss': 0.16985930380749178, 'train_recall': 0.9855898930698931, 'train_image_precision': 1.0, 'train_image_recall': 1.0, 'val_precision': 0.5526348564096841, 'val_f1': 0.5178138999759051, 'train_image_accuracy': 1.0, 'lr': 8.739059025894986e-05, 'val_image_f1': 0.5275039246467818, 'val_image_recall': 0.5605128205128205, 'train_f1': 0.9859657797456939, 'train_accuracy': 0.9866153846153846, 'val_image_accuracy': 0.5847619047619047}
simulation-0 | INFO flwr 2026-09-07 03:06:43,155 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-07 03:06:43,155 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 03:07:11,309 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 03:07:11,309 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 03:07:11,325 | INFO | src.trainer.history | Round 24 evaluation metrics saved at 2026-09-07 03:07:11: loss=1.1803879355537912 metrics={'test_image_recall': 0.6553398058252428, 'test_image_precision': 0.6414886731391585, 'test_image_f1': 0.6146601941747573, 'test_accuracy': 0.5958576051779934, 'test_image_accuracy': 0.6796116504854369, 'test_f1': 0.5578103923776466, 'test_precision': 0.599111454901303, 'test_recall': 0.5738489751887811}
simulation-0 | INFO flwr 2026-09-07 03:07:11,325 | server.py:111 | 
2026-09-07 03:07:11,325 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 03:07:11,325 | server.py:112 | [ROUND 25]
2026-09-07 03:07:11,325 | INFO | flwr | [ROUND 25]
simulation-0 | INFO flwr 2026-09-07 03:07:11,325 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-07 03:07:11,325 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 03:17:22,698 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 03:17:22,698 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-07 03:17:23,079 | INFO | src.trainer.history | Round 25 fit metrics saved at 2026-09-07 03:17:23: {'train_image_f1': 1.0, 'val_loss': 2.349978793024126, 'val_accuracy': 0.530724297924298, 'train_precision': 0.9919925399530456, 'val_recall': 0.5067577533577534, 'val_image_precision': 0.4675750915750916, 'train_loss': 0.16412458982905404, 'train_recall': 0.9910721434121433, 'train_image_precision': 1.0, 'train_image_recall': 1.0, 'val_precision': 0.5224287898619208, 'val_f1': 0.4743517445152666, 'train_image_accuracy': 1.0, 'lr': 8.632483488620098e-05, 'val_image_f1': 0.45019361590790163, 'val_image_recall': 0.5097435897435897, 'train_f1': 0.991494901448721, 'train_accuracy': 0.9916703296703296, 'val_image_accuracy': 0.5432234432234432}
simulation-0 | INFO flwr 2026-09-07 03:17:23,080 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-07 03:17:23,080 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 03:17:50,477 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 03:17:50,477 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 03:17:50,493 | INFO | src.trainer.history | Round 25 evaluation metrics saved at 2026-09-07 03:17:50: loss=1.195202422692127 metrics={'test_image_recall': 0.6550161812297735, 'test_image_precision': 0.6393851132686083, 'test_image_f1': 0.6191724456773, 'test_accuracy': 0.5995792880258899, 'test_image_accuracy': 0.6893203883495146, 'test_f1': 0.5559675022317621, 'test_precision': 0.5974488948954565, 'test_recall': 0.5729201725997841}
simulation-0 | INFO flwr 2026-09-07 03:17:50,494 | server.py:111 | 
2026-09-07 03:17:50,494 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 03:17:50,494 | server.py:112 | [ROUND 26]
2026-09-07 03:17:50,494 | INFO | flwr | [ROUND 26]
simulation-0 | INFO flwr 2026-09-07 03:17:50,494 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-07 03:17:50,494 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 03:27:51,090 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 03:27:51,090 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-07 03:27:51,470 | INFO | src.trainer.history | Round 26 fit metrics saved at 2026-09-07 03:27:51: {'train_image_f1': 0.9978477544864099, 'val_loss': 2.4057079109139115, 'val_accuracy': 0.5508238502238502, 'train_precision': 0.9868910321414495, 'val_recall': 0.5266800976800977, 'val_image_precision': 0.5151794871794871, 'train_loss': 0.16102979498918785, 'train_recall': 0.9859636311836311, 'train_image_precision': 0.9981618381618382, 'train_image_recall': 0.9977533577533577, 'val_precision': 0.5344811313341825, 'val_f1': 0.4972849480851261, 'train_image_accuracy': 0.9978021978021978, 'lr': 8.52230069414629e-05, 'val_image_f1': 0.48104029304029294, 'val_image_recall': 0.5265934065934066, 'train_f1': 0.9861749142233034, 'train_accuracy': 0.9863443223443226, 'val_image_accuracy': 0.5542368742368743}
simulation-0 | INFO flwr 2026-09-07 03:27:51,471 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-07 03:27:51,471 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 03:28:19,194 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 03:28:19,194 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 03:28:19,209 | INFO | src.trainer.history | Round 26 evaluation metrics saved at 2026-09-07 03:28:19: loss=1.249637980281419 metrics={'test_image_recall': 0.6385113268608414, 'test_image_precision': 0.623042071197411, 'test_image_f1': 0.6004576976421636, 'test_accuracy': 0.5915210355987055, 'test_image_accuracy': 0.6796116504854369, 'test_f1': 0.5500617310139508, 'test_precision': 0.5943136580949457, 'test_recall': 0.567319309600863}
simulation-0 | INFO flwr 2026-09-07 03:28:19,210 | server.py:111 | 
2026-09-07 03:28:19,210 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 03:28:19,210 | server.py:112 | [ROUND 27]
2026-09-07 03:28:19,210 | INFO | flwr | [ROUND 27]
simulation-0 | INFO flwr 2026-09-07 03:28:19,210 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-07 03:28:19,210 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 03:38:36,666 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 03:38:36,666 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-07 03:38:37,056 | INFO | src.trainer.history | Round 27 fit metrics saved at 2026-09-07 03:38:37: {'train_image_f1': 1.0, 'val_loss': 2.356221815793975, 'val_accuracy': 0.5302544566544566, 'train_precision': 0.9913380549390762, 'val_recall': 0.5068903540903541, 'val_image_precision': 0.575047619047619, 'train_loss': 0.1552519435424617, 'train_recall': 0.990868564028564, 'train_image_precision': 1.0, 'train_image_recall': 1.0, 'val_precision': 0.5040036971108816, 'val_f1': 0.4774559307064597, 'train_image_accuracy': 1.0, 'lr': 8.408621587207803e-05, 'val_image_f1': 0.5353029827315541, 'val_image_recall': 0.5704029304029303, 'train_f1': 0.9910668166108614, 'train_accuracy': 0.9911501831501832, 'val_image_accuracy': 0.6038827838827838}
simulation-0 | INFO flwr 2026-09-07 03:38:37,057 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-07 03:38:37,057 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 03:39:05,036 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 03:39:05,036 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 03:39:05,053 | INFO | src.trainer.history | Round 27 evaluation metrics saved at 2026-09-07 03:39:05: loss=1.2453626504409336 metrics={'test_image_recall': 0.6110032362459547, 'test_image_precision': 0.6149514563106795, 'test_image_f1': 0.5781923254738788, 'test_accuracy': 0.5833009708737865, 'test_image_accuracy': 0.6504854368932039, 'test_f1': 0.5431435559594774, 'test_precision': 0.5838759433262116, 'test_recall': 0.5576148867313917}
simulation-0 | INFO flwr 2026-09-07 03:39:05,053 | server.py:111 | 
2026-09-07 03:39:05,053 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 03:39:05,053 | server.py:112 | [ROUND 28]
2026-09-07 03:39:05,053 | INFO | flwr | [ROUND 28]
simulation-0 | INFO flwr 2026-09-07 03:39:05,053 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-07 03:39:05,053 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 03:49:12,259 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 03:49:12,259 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-07 03:49:12,643 | INFO | src.trainer.history | Round 28 fit metrics saved at 2026-09-07 03:49:12: {'train_image_f1': 1.0, 'val_loss': 2.5222725521388165, 'val_accuracy': 0.5059553927553928, 'train_precision': 0.9897355031884437, 'val_recall': 0.49079731379731384, 'val_image_precision': 0.46398534798534796, 'train_loss': 0.15695336061273957, 'train_recall': 0.9890629252229254, 'train_image_precision': 1.0, 'train_image_recall': 1.0, 'val_precision': 0.5062330140208069, 'val_f1': 0.4513317629833206, 'train_image_accuracy': 1.0, 'lr': 8.291560633029163e-05, 'val_image_f1': 0.4439267399267398, 'val_image_recall': 0.5131135531135531, 'train_f1': 0.9893507728110207, 'train_accuracy': 0.9893919413919414, 'val_image_accuracy': 0.5196581196581197}
simulation-0 | INFO flwr 2026-09-07 03:49:12,644 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-07 03:49:12,644 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 03:49:40,114 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 03:49:40,114 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 03:49:40,129 | INFO | src.trainer.history | Round 28 evaluation metrics saved at 2026-09-07 03:49:40: loss=1.2402072463719165 metrics={'test_image_recall': 0.6459546925566343, 'test_image_precision': 0.6282200647249191, 'test_image_f1': 0.609842810910772, 'test_accuracy': 0.5885436893203884, 'test_image_accuracy': 0.6893203883495146, 'test_f1': 0.5469065396455225, 'test_precision': 0.5846997945122631, 'test_recall': 0.5626235167206041}
simulation-0 | INFO flwr 2026-09-07 03:49:40,130 | server.py:111 | 
2026-09-07 03:49:40,130 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 03:49:40,130 | server.py:112 | [ROUND 29]
2026-09-07 03:49:40,130 | INFO | flwr | [ROUND 29]
simulation-0 | INFO flwr 2026-09-07 03:49:40,130 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-07 03:49:40,130 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 03:59:42,033 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 03:59:42,033 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-07 03:59:42,416 | INFO | src.trainer.history | Round 29 fit metrics saved at 2026-09-07 03:59:42: {'train_image_f1': 1.0, 'val_loss': 2.4211267696659147, 'val_accuracy': 0.5624406186406187, 'train_precision': 0.990853331345427, 'val_recall': 0.536207326007326, 'val_image_precision': 0.6002197802197803, 'train_loss': 0.15346268736017055, 'train_recall': 0.9912103922003922, 'train_image_precision': 1.0, 'train_image_recall': 1.0, 'val_precision': 0.5392040378854708, 'val_f1': 0.5088824434838933, 'train_image_accuracy': 1.0, 'lr': 8.171235702068387e-05, 'val_image_f1': 0.5548477237048666, 'val_image_recall': 0.5868131868131868, 'train_f1': 0.9909908137214886, 'train_accuracy': 0.9909963369963369, 'val_image_accuracy': 0.6179731379731379}
simulation-0 | INFO flwr 2026-09-07 03:59:42,417 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-07 03:59:42,417 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 04:00:10,863 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 04:00:10,863 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 04:00:10,880 | INFO | src.trainer.history | Round 29 evaluation metrics saved at 2026-09-07 04:00:10: loss=1.2218663666084557 metrics={'test_image_recall': 0.6478964401294497, 'test_image_precision': 0.6502265372168284, 'test_image_f1': 0.6187748497457235, 'test_accuracy': 0.5959870550161812, 'test_image_accuracy': 0.6893203883495146, 'test_f1': 0.5577076575674922, 'test_precision': 0.5986102182038571, 'test_recall': 0.5716235167206042}
simulation-0 | INFO flwr 2026-09-07 04:00:10,880 | server.py:111 | 
2026-09-07 04:00:10,880 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 04:00:10,880 | server.py:112 | [ROUND 30]
2026-09-07 04:00:10,880 | INFO | flwr | [ROUND 30]
simulation-0 | INFO flwr 2026-09-07 04:00:10,881 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-07 04:00:10,881 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 04:10:12,756 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 04:10:12,756 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-07 04:10:13,135 | INFO | src.trainer.history | Round 30 fit metrics saved at 2026-09-07 04:10:13: {'train_image_f1': 1.0, 'val_loss': 2.446588736105609, 'val_accuracy': 0.551815059015059, 'train_precision': 0.9914875337957306, 'val_recall': 0.5298107448107449, 'val_image_precision': 0.58610989010989, 'train_loss': 0.14825432557599008, 'train_recall': 0.9914124038924038, 'train_image_precision': 1.0, 'train_image_recall': 1.0, 'val_precision': 0.5363682805473078, 'val_f1': 0.5008220932304868, 'train_image_accuracy': 1.0, 'lr': 8.04776795133145e-05, 'val_image_f1': 0.541927786499215, 'val_image_recall': 0.5766300366300366, 'train_f1': 0.9914211717885462, 'train_accuracy': 0.9915531135531135, 'val_image_accuracy': 0.5953113553113554}
simulation-0 | INFO flwr 2026-09-07 04:10:13,136 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-07 04:10:13,136 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 04:10:40,646 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 04:10:40,646 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 04:10:40,664 | INFO | src.trainer.history | Round 30 evaluation metrics saved at 2026-09-07 04:10:40: loss=1.2171313325535698 metrics={'test_image_recall': 0.6346278317152103, 'test_image_precision': 0.6164077669902911, 'test_image_f1': 0.5966851595006935, 'test_accuracy': 0.5914886731391585, 'test_image_accuracy': 0.6699029126213593, 'test_f1': 0.5523811181980977, 'test_precision': 0.5902839906908341, 'test_recall': 0.5660204962243797}
simulation-0 | INFO flwr 2026-09-07 04:10:40,664 | server.py:111 | 
2026-09-07 04:10:40,664 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 04:10:40,664 | server.py:112 | [ROUND 31]
2026-09-07 04:10:40,664 | INFO | flwr | [ROUND 31]
simulation-0 | INFO flwr 2026-09-07 04:10:40,664 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-07 04:10:40,664 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 04:21:01,226 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 04:21:01,226 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-07 04:21:01,606 | INFO | src.trainer.history | Round 31 fit metrics saved at 2026-09-07 04:21:01: {'train_image_f1': 1.0, 'val_loss': 2.348015408596342, 'val_accuracy': 0.538557671957672, 'train_precision': 0.9912833047483954, 'val_recall': 0.5168676434676435, 'val_image_precision': 0.4951282051282051, 'train_loss': 0.14502076268196104, 'train_recall': 0.9918994098494099, 'train_image_precision': 1.0, 'train_image_recall': 1.0, 'val_precision': 0.5236245989087772, 'val_f1': 0.4879073003228589, 'train_image_accuracy': 1.0, 'lr': 7.921281702377433e-05, 'val_image_f1': 0.4785954997383569, 'val_image_recall': 0.5367032967032966, 'train_f1': 0.9915531039479903, 'train_accuracy': 0.9917655677655679, 'val_image_accuracy': 0.5634676434676433}
simulation-0 | INFO flwr 2026-09-07 04:21:01,607 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-07 04:21:01,607 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 04:21:30,080 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 04:21:30,080 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 04:21:30,088 | INFO | src.trainer.history | Round 31 evaluation metrics saved at 2026-09-07 04:21:30: loss=1.2648246666812188 metrics={'test_image_recall': 0.6187702265372168, 'test_image_precision': 0.6007443365695793, 'test_image_f1': 0.575256588072122, 'test_accuracy': 0.5904854368932039, 'test_image_accuracy': 0.6601941747572816, 'test_f1': 0.5520466510333868, 'test_precision': 0.5999926029165811, 'test_recall': 0.5681844660194174}
simulation-0 | INFO flwr 2026-09-07 04:21:30,088 | server.py:111 | 
2026-09-07 04:21:30,088 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 04:21:30,088 | server.py:112 | [ROUND 32]
2026-09-07 04:21:30,088 | INFO | flwr | [ROUND 32]
simulation-0 | INFO flwr 2026-09-07 04:21:30,088 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-07 04:21:30,088 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 04:31:38,612 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 04:31:38,612 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
